交易时间,商户名称,金额(元),类型,绝对金额(元),分类
2024-03-28 15:47:42,水吧-拿铁,-17.14,消费,17.14,饮品
2024-03-29 09:56:58,微信充值,50.00,充值,50.00,充值/转账
2024-03-29 13:57:41,玉兰食堂-烤盘饭,-11.36,消费,11.36,餐饮
2024-03-29 09:18:03,网络缴费,100.00,充值,100.00,网络缴费
2024-03-29 18:17:10,紫竹-饺子,-27.68,消费,27.68,餐饮
2024-03-29 16:42:47,水吧-奶茶,-11.52,消费,11.52,饮品
2024-03-30 20:08:54,紫竹-饺子,-23.54,消费,23.54,餐饮
2024-03-30 19:16:47,紫竹-饺子,-8.49,消费,8.49,餐饮
2024-03-30 13:58:33,玉兰食堂-麻辣烫,-22.23,消费,22.23,餐饮
2024-03-30 13:01:26,玉兰食堂-麻辣烫,-14.92,消费,14.92,餐饮
2024-03-31 10:06:41,网络缴费,100.00,充值,100.00,网络缴费
2024-03-31 11:44:35,玉兰食堂-麻辣烫,-34.46,消费,34.46,餐饮
2024-03-31 19:38:58,紫竹-饺子,-31.82,消费,31.82,餐饮
2024-03-31 11:26:50,玉兰食堂-麻辣烫,-26.72,消费,26.72,餐饮
2024-03-31 21:59:12,开水,-2.00,消费,2.00,浴室/开水
2024-04-01 07:08:34,玉兰食堂-早餐,-22.90,消费,22.90,餐饮
2024-04-02 18:30:50,紫竹-饺子,-34.64,消费,34.64,餐饮
2024-04-02 19:04:21,紫竹-民族餐厅,-31.78,消费,31.78,餐饮
2024-04-02 19:08:18,紫竹-饺子,-6.62,消费,6.62,餐饮
2024-04-03 09:45:11,网络缴费,100.00,充值,100.00,网络缴费
2024-04-04 07:47:00,玉兰食堂-早餐,-32.27,消费,32.27,餐饮
2024-04-04 11:50:21,售电,-100.00,消费,100.00,生活服务
2024-04-04 14:43:00,昌平校区-食堂,-18.82,消费,18.82,餐饮
2024-04-04 16:50:06,水吧-拿铁,-16.03,消费,16.03,饮品
2024-04-04 17:43:48,紫竹-民族餐厅,-29.85,消费,29.85,餐饮
2024-04-05 08:38:54,玉兰食堂-早餐,-30.31,消费,30.31,餐饮
2024-04-05 19:05:35,紫竹-饺子,-12.85,消费,12.85,餐饮
2024-04-06 23:53:19,浴室,-2.00,消费,2.00,浴室/开水
2024-04-06 16:37:00,水吧-奶茶,-9.92,消费,9.92,饮品
2024-04-06 14:14:52,昌平校区-食堂,-7.88,消费,7.88,餐饮
2024-04-06 11:37:51,昌平校区-食堂,-20.41,消费,20.41,餐饮
2024-04-07 09:01:02,售电,-20.00,消费,20.00,生活服务
2024-04-07 13:05:44,昌平校区-食堂,-28.02,消费,28.02,餐饮
2024-04-07 11:09:19,昌平校区-食堂,-15.55,消费,15.55,餐饮
2024-04-07 18:02:11,紫竹-鸡柳大人,-32.26,消费,32.26,餐饮
2024-04-08 14:32:28,水吧-奶茶,-12.89,消费,12.89,饮品
2024-04-08 14:11:51,水吧-奶茶,-14.95,消费,14.95,饮品
2024-04-08 19:18:50,紫竹-民族餐厅,-7.30,消费,7.30,餐饮
2024-04-09 16:32:28,水吧-奶茶,-17.02,消费,17.02,饮品
2024-04-09 10:22:29,校医院,-71.81,消费,71.81,医疗
2024-04-09 20:15:45,紫竹-民族餐厅,-11.11,消费,11.11,餐饮
2024-04-09 20:51:24,紫竹-鸡柳大人,-22.10,消费,22.10,餐饮
2024-04-09 14:14:42,补卡,-20.00,消费,20.00,补卡
2024-04-10 09:30:52,微信充值,50.00,充值,50.00,充值/转账
2024-04-10 12:19:30,网络缴费,100.00,充值,100.00,网络缴费
2024-04-10 13:12:49,玉兰食堂-麻辣烫,-33.17,消费,33.17,餐饮
2024-04-10 10:46:19,售电,-100.00,消费,100.00,生活服务
2024-04-11 17:10:49,紫竹-鸡柳大人,-33.73,消费,33.73,餐饮
2024-04-11 06:11:15,玉兰食堂-早餐,-23.69,消费,23.69,餐饮
2024-04-13 20:54:56,紫竹-饺子,-7.60,消费,7.60,餐饮
2024-04-13 13:25:54,玉兰食堂-烤盘饭,-13.35,消费,13.35,餐饮
2024-04-13 15:17:20,水吧-奶茶,-17.30,消费,17.30,饮品
2024-04-14 09:53:36,校医院,-12.71,消费,12.71,医疗
2024-04-14 20:23:58,紫竹-民族餐厅,-11.29,消费,11.29,餐饮
2024-04-14 21:13:49,浴室,-2.00,消费,2.00,浴室/开水
2024-04-15 13:20:34,昌平校区-食堂,-13.91,消费,13.91,餐饮
2024-04-15 16:16:45,水吧-奶茶,-14.06,消费,14.06,饮品
2024-04-15 16:32:58,水吧-拿铁,-9.32,消费,9.32,饮品
2024-04-15 11:56:10,微信充值,200.00,充值,200.00,充值/转账
2024-04-17 11:58:34,玉兰食堂-烤盘饭,-11.70,消费,11.70,餐饮
2024-04-17 16:16:10,补卡,-20.00,消费,20.00,补卡
2024-04-19 11:07:45,微信充值,50.00,充值,50.00,充值/转账
2024-04-19 13:29:19,玉兰食堂-烤盘饭,-6.25,消费,6.25,餐饮
2024-04-19 14:24:26,玉兰食堂-烤盘饭,-28.01,消费,28.01,餐饮
2024-04-19 07:40:27,玉兰食堂-早餐,-6.07,消费,6.07,餐饮
2024-04-19 10:57:46,微信充值,100.00,充值,100.00,充值/转账
2024-04-19 09:47:42,玉兰食堂-早餐,-33.74,消费,33.74,餐饮
2024-04-20 23:56:20,浴室,-2.00,消费,2.00,浴室/开水
2024-04-20 09:48:53,玉兰食堂-早餐,-13.18,消费,13.18,餐饮
2024-04-20 12:11:16,昌平校区-食堂,-10.82,消费,10.82,餐饮
2024-04-20 23:26:35,浴室,-2.00,消费,2.00,浴室/开水
2024-04-21 11:52:21,微信充值,50.00,充值,50.00,充值/转账
2024-04-21 09:30:43,校医院,-9.06,消费,9.06,医疗
2024-04-21 16:31:38,补卡,-20.00,消费,20.00,补卡
2024-04-22 11:08:28,售电,-50.00,消费,50.00,生活服务
2024-04-22 17:38:35,水吧-奶茶,-15.83,消费,15.83,饮品
2024-04-22 17:04:31,紫竹-饺子,-32.16,消费,32.16,餐饮
2024-04-22 12:56:51,校医院,-64.52,消费,64.52,医疗
2024-04-23 17:49:30,水吧-奶茶,-12.54,消费,12.54,饮品
2024-04-23 07:33:03,玉兰食堂-早餐,-10.09,消费,10.09,餐饮
2024-04-23 08:55:00,微信充值,100.00,充值,100.00,充值/转账
2024-04-24 09:44:43,校医院,-76.57,消费,76.57,医疗
2024-04-24 08:09:57,微信充值,50.00,充值,50.00,充值/转账
2024-04-24 21:10:25,浴室,-2.00,消费,2.00,浴室/开水
2024-04-24 10:56:34,售电,-20.00,消费,20.00,生活服务
2024-04-26 12:40:13,昌平校区-食堂,-21.79,消费,21.79,餐饮
2024-04-26 14:02:15,水吧-拿铁,-17.03,消费,17.03,饮品
2024-04-26 14:15:30,补卡,-20.00,消费,20.00,补卡
2024-04-26 17:10:22,水吧-奶茶,-12.19,消费,12.19,饮品
2024-04-27 13:00:13,玉兰食堂-麻辣烫,-8.62,消费,8.62,餐饮
2024-04-27 14:12:56,水吧-奶茶,-11.09,消费,11.09,饮品
2024-04-27 23:34:27,浴室,-2.00,消费,2.00,浴室/开水
2024-04-27 09:11:09,校医院,-31.01,消费,31.01,医疗
2024-04-27 14:06:39,昌平校区-食堂,-15.60,消费,15.60,餐饮
2024-04-27 18:30:44,紫竹-饺子,-8.66,消费,8.66,餐饮
2024-04-27 23:28:20,开水,-2.00,消费,2.00,浴室/开水
2024-04-28 11:18:16,售电,-100.00,消费,100.00,生活服务
2024-04-28 07:57:16,玉兰食堂-早餐,-11.22,消费,11.22,餐饮
2024-04-28 22:54:02,开水,-2.00,消费,2.00,浴室/开水
2024-04-29 14:11:14,补卡,-20.00,消费,20.00,补卡
2024-04-29 18:50:59,紫竹-饺子,-6.98,消费,6.98,餐饮
2024-04-29 15:27:05,补卡,-20.00,消费,20.00,补卡
2024-04-30 15:24:01,水吧-奶茶,-14.90,消费,14.90,饮品
2024-04-30 12:15:43,昌平校区-食堂,-33.77,消费,33.77,餐饮
2024-04-30 10:38:17,微信充值,100.00,充值,100.00,充值/转账
2024-04-30 15:28:52,水吧-拿铁,-16.28,消费,16.28,饮品
2024-04-30 20:23:48,紫竹-饺子,-32.03,消费,32.03,餐饮
2024-04-30 14:55:46,水吧-拿铁,-14.13,消费,14.13,饮品
2024-05-01 12:36:22,昌平校区-食堂,-32.60,消费,32.60,餐饮
2024-05-01 11:45:44,售电,-50.00,消费,50.00,生活服务
2024-05-02 10:45:43,微信充值,200.00,充值,200.00,充值/转账
2024-05-02 16:16:13,水吧-拿铁,-12.67,消费,12.67,饮品
2024-05-03 14:49:09,水吧-奶茶,-10.60,消费,10.60,饮品
2024-05-03 16:24:37,水吧-奶茶,-10.19,消费,10.19,饮品
2024-05-03 08:28:17,微信充值,100.00,充值,100.00,充值/转账
2024-05-03 11:46:52,售电,-20.00,消费,20.00,生活服务
2024-05-04 15:42:00,水吧-拿铁,-10.80,消费,10.80,饮品
2024-05-04 14:48:16,补卡,-20.00,消费,20.00,补卡
2024-05-05 20:09:12,浴室,-2.00,消费,2.00,浴室/开水
2024-05-05 14:59:58,玉兰食堂-烤盘饭,-33.53,消费,33.53,餐饮
2024-05-06 09:02:36,微信充值,200.00,充值,200.00,充值/转账
2024-05-07 19:54:40,紫竹-饺子,-25.55,消费,25.55,餐饮
2024-05-07 10:06:48,微信充值,200.00,充值,200.00,充值/转账
2024-05-07 09:18:56,校医院,-24.27,消费,24.27,医疗
2024-05-08 11:27:37,玉兰食堂-麻辣烫,-11.37,消费,11.37,餐饮
2024-05-08 16:25:58,水吧-奶茶,-16.97,消费,16.97,饮品
2024-05-08 16:36:43,补卡,-20.00,消费,20.00,补卡
2024-05-09 19:07:13,紫竹-饺子,-13.04,消费,13.04,餐饮
2024-05-09 19:19:18,紫竹-鸡柳大人,-12.26,消费,12.26,餐饮
2024-05-09 13:11:06,玉兰食堂-烤盘饭,-27.57,消费,27.57,餐饮
2024-05-10 06:48:21,玉兰食堂-早餐,-14.84,消费,14.84,餐饮
2024-05-10 10:58:28,校医院,-75.63,消费,75.63,医疗
2024-05-10 23:10:21,开水,-2.00,消费,2.00,浴室/开水
2024-05-11 20:05:29,浴室,-2.00,消费,2.00,浴室/开水
2024-05-11 11:12:53,玉兰食堂-烤盘饭,-33.05,消费,33.05,餐饮
2024-05-12 11:15:45,昌平校区-食堂,-22.10,消费,22.10,餐饮
2024-05-12 13:50:12,玉兰食堂-麻辣烫,-26.38,消费,26.38,餐饮
2024-05-12 18:09:50,紫竹-饺子,-8.29,消费,8.29,餐饮
2024-05-12 21:35:11,开水,-2.00,消费,2.00,浴室/开水
2024-05-13 22:45:27,开水,-2.00,消费,2.00,浴室/开水
2024-05-13 19:31:24,紫竹-民族餐厅,-8.66,消费,8.66,餐饮
2024-05-13 20:19:22,浴室,-2.00,消费,2.00,浴室/开水
2024-05-14 18:28:59,紫竹-民族餐厅,-25.79,消费,25.79,餐饮
2024-05-14 13:05:47,昌平校区-食堂,-34.14,消费,34.14,餐饮
2024-05-14 19:02:41,紫竹-鸡柳大人,-26.48,消费,26.48,餐饮
2024-05-14 10:12:06,售电,-100.00,消费,100.00,生活服务
2024-05-15 13:41:01,昌平校区-食堂,-20.70,消费,20.70,餐饮
2024-05-15 10:19:10,网络缴费,100.00,充值,100.00,网络缴费
2024-05-16 23:35:12,开水,-2.00,消费,2.00,浴室/开水
2024-05-16 10:58:54,校医院,-18.30,消费,18.30,医疗
2024-05-16 17:08:07,紫竹-民族餐厅,-9.43,消费,9.43,餐饮
2024-05-16 18:26:30,紫竹-鸡柳大人,-16.50,消费,16.50,餐饮
2024-05-16 14:16:26,昌平校区-食堂,-10.22,消费,10.22,餐饮
2024-05-17 10:00:24,微信充值,100.00,充值,100.00,充值/转账
2024-05-17 16:43:05,水吧-奶茶,-15.99,消费,15.99,饮品
2024-05-17 13:26:47,补卡,-20.00,消费,20.00,补卡
2024-05-17 12:56:37,昌平校区-食堂,-22.11,消费,22.11,餐饮
2024-05-17 11:11:31,微信充值,100.00,充值,100.00,充值/转账
2024-05-19 14:57:25,玉兰食堂-麻辣烫,-22.74,消费,22.74,餐饮
2024-05-19 23:23:14,浴室,-2.00,消费,2.00,浴室/开水
2024-05-19 20:00:34,紫竹-民族餐厅,-19.96,消费,19.96,餐饮
2024-05-19 16:54:00,补卡,-20.00,消费,20.00,补卡
2024-05-19 12:48:30,昌平校区-食堂,-10.66,消费,10.66,餐饮
2024-05-20 09:06:08,校医院,-31.08,消费,31.08,医疗
2024-05-20 18:17:45,紫竹-民族餐厅,-11.63,消费,11.63,餐饮
2024-05-20 06:23:40,玉兰食堂-早餐,-29.68,消费,29.68,餐饮
2024-05-21 09:39:52,微信充值,100.00,充值,100.00,充值/转账
2024-05-21 15:31:51,补卡,-20.00,消费,20.00,补卡
2024-05-21 12:34:55,玉兰食堂-麻辣烫,-16.36,消费,16.36,餐饮
2024-05-22 21:00:40,开水,-2.00,消费,2.00,浴室/开水
2024-05-22 11:14:28,玉兰食堂-麻辣烫,-33.73,消费,33.73,餐饮
2024-05-22 09:50:54,网络缴费,100.00,充值,100.00,网络缴费
2024-05-23 22:31:29,浴室,-2.00,消费,2.00,浴室/开水
2024-05-23 18:45:45,紫竹-鸡柳大人,-30.44,消费,30.44,餐饮
2024-05-24 20:39:10,浴室,-2.00,消费,2.00,浴室/开水
2024-05-25 14:54:15,昌平校区-食堂,-34.21,消费,34.21,餐饮
2024-05-25 12:15:41,校医院,-64.97,消费,64.97,医疗
2024-05-25 12:50:57,售电,-50.00,消费,50.00,生活服务
2024-05-25 11:43:31,网络缴费,200.00,充值,200.00,网络缴费
2024-05-25 19:51:42,紫竹-饺子,-33.32,消费,33.32,餐饮
2024-05-26 18:41:46,紫竹-鸡柳大人,-27.66,消费,27.66,餐饮
2024-05-26 13:07:01,玉兰食堂-烤盘饭,-19.34,消费,19.34,餐饮
2024-05-26 20:34:55,紫竹-鸡柳大人,-24.43,消费,24.43,餐饮
2024-05-26 19:39:00,紫竹-民族餐厅,-22.64,消费,22.64,餐饮
2024-05-26 15:20:02,水吧-奶茶,-12.04,消费,12.04,饮品
2024-05-27 07:44:24,玉兰食堂-早餐,-12.50,消费,12.50,餐饮
2024-05-27 10:58:33,校医院,-10.87,消费,10.87,医疗
2024-05-27 11:08:21,校医院,-20.50,消费,20.50,医疗
2024-05-28 14:21:42,补卡,-20.00,消费,20.00,补卡
2024-05-28 21:30:02,浴室,-2.00,消费,2.00,浴室/开水
2024-05-29 10:02:29,微信充值,200.00,充值,200.00,充值/转账
2024-05-29 14:45:40,昌平校区-食堂,-31.67,消费,31.67,餐饮
2024-05-29 09:59:54,微信充值,100.00,充值,100.00,充值/转账
2024-05-29 18:35:50,紫竹-饺子,-15.54,消费,15.54,餐饮
2024-05-30 20:16:32,浴室,-2.00,消费,2.00,浴室/开水
2024-05-30 06:54:10,玉兰食堂-早餐,-19.25,消费,19.25,餐饮
2024-05-30 15:35:26,水吧-奶茶,-10.12,消费,10.12,饮品
2024-05-30 15:04:28,水吧-奶茶,-9.52,消费,9.52,饮品
2024-05-30 09:24:07,微信充值,50.00,充值,50.00,充值/转账
2024-05-31 12:33:12,昌平校区-食堂,-15.30,消费,15.30,餐饮
2024-06-01 09:44:22,售电,-100.00,消费,100.00,生活服务
2024-06-01 17:39:22,紫竹-鸡柳大人,-12.83,消费,12.83,餐饮
2024-06-01 06:28:38,玉兰食堂-早餐,-32.31,消费,32.31,餐饮
2024-06-01 12:22:11,校医院,-22.19,消费,22.19,医疗
2024-06-01 11:26:14,微信充值,100.00,充值,100.00,充值/转账
2024-06-02 23:16:00,开水,-2.00,消费,2.00,浴室/开水
2024-06-02 12:44:16,玉兰食堂-麻辣烫,-33.33,消费,33.33,餐饮
2024-06-03 09:24:07,玉兰食堂-早餐,-18.98,消费,18.98,餐饮
2024-06-03 19:09:07,紫竹-民族餐厅,-28.31,消费,28.31,餐饮
2024-06-04 13:56:27,昌平校区-食堂,-9.76,消费,9.76,餐饮
2024-06-04 13:25:49,玉兰食堂-麻辣烫,-14.27,消费,14.27,餐饮
2024-06-04 13:09:38,玉兰食堂-烤盘饭,-19.04,消费,19.04,餐饮
2024-06-05 15:35:27,水吧-拿铁,-15.30,消费,15.30,饮品
2024-06-05 14:21:19,水吧-拿铁,-12.38,消费,12.38,饮品
2024-06-05 13:38:39,昌平校区-食堂,-15.35,消费,15.35,餐饮
2024-06-06 17:07:33,紫竹-鸡柳大人,-14.99,消费,14.99,餐饮
2024-06-06 22:33:18,开水,-2.00,消费,2.00,浴室/开水
2024-06-06 09:28:04,校医院,-55.46,消费,55.46,医疗
2024-06-06 16:01:34,水吧-奶茶,-16.30,消费,16.30,饮品
2024-06-06 13:07:34,水吧-拿铁,-8.28,消费,8.28,饮品
2024-06-07 07:01:24,玉兰食堂-早餐,-32.10,消费,32.10,餐饮
2024-06-07 10:46:17,微信充值,100.00,充值,100.00,充值/转账
2024-06-07 14:38:04,补卡,-20.00,消费,20.00,补卡
2024-06-08 10:28:33,网络缴费,100.00,充值,100.00,网络缴费
2024-06-08 17:20:42,紫竹-饺子,-28.33,消费,28.33,餐饮
2024-06-08 12:32:08,玉兰食堂-烤盘饭,-24.27,消费,24.27,餐饮
2024-06-08 06:59:58,玉兰食堂-早餐,-12.13,消费,12.13,餐饮
2024-06-08 13:22:04,昌平校区-食堂,-31.06,消费,31.06,餐饮
2024-06-08 11:25:06,玉兰食堂-烤盘饭,-6.40,消费,6.40,餐饮
2024-06-11 12:34:52,玉兰食堂-烤盘饭,-6.31,消费,6.31,餐饮
2024-06-12 08:58:52,微信充值,50.00,充值,50.00,充值/转账
2024-06-12 10:30:47,网络缴费,200.00,充值,200.00,网络缴费
2024-06-12 16:40:00,水吧-拿铁,-15.49,消费,15.49,饮品
2024-06-13 06:54:04,玉兰食堂-早餐,-6.45,消费,6.45,餐饮
2024-06-13 18:45:24,紫竹-鸡柳大人,-10.02,消费,10.02,餐饮
2024-06-13 15:14:33,水吧-拿铁,-17.13,消费,17.13,饮品
2024-06-14 14:50:26,水吧-奶茶,-15.27,消费,15.27,饮品
2024-06-14 09:50:37,售电,-50.00,消费,50.00,生活服务
2024-06-15 14:50:01,玉兰食堂-烤盘饭,-31.71,消费,31.71,餐饮
2024-06-15 13:37:00,昌平校区-食堂,-13.09,消费,13.09,餐饮
2024-06-15 15:07:19,补卡,-20.00,消费,20.00,补卡
2024-06-15 16:07:14,水吧-奶茶,-17.15,消费,17.15,饮品
2024-06-16 21:21:19,开水,-2.00,消费,2.00,浴室/开水
2024-06-16 20:18:04,紫竹-民族餐厅,-32.70,消费,32.70,餐饮
2024-06-17 14:59:27,昌平校区-食堂,-22.44,消费,22.44,餐饮
2024-06-17 09:29:07,玉兰食堂-早餐,-27.74,消费,27.74,餐饮
2024-06-17 10:48:46,售电,-100.00,消费,100.00,生活服务
2024-06-17 10:41:03,微信充值,100.00,充值,100.00,充值/转账
2024-06-18 16:58:24,补卡,-20.00,消费,20.00,补卡
2024-06-18 16:13:56,水吧-奶茶,-17.56,消费,17.56,饮品
2024-06-19 11:45:42,售电,-100.00,消费,100.00,生活服务
2024-06-19 08:40:33,微信充值,200.00,充值,200.00,充值/转账
2024-06-19 18:42:14,紫竹-鸡柳大人,-32.88,消费,32.88,餐饮
2024-06-19 09:08:32,售电,-100.00,消费,100.00,生活服务
2024-06-20 17:31:44,水吧-奶茶,-8.09,消费,8.09,饮品
2024-06-20 14:26:38,水吧-奶茶,-15.53,消费,15.53,饮品
2024-06-21 22:18:31,开水,-2.00,消费,2.00,浴室/开水
2024-06-21 10:16:47,售电,-50.00,消费,50.00,生活服务
2024-06-22 20:47:48,紫竹-民族餐厅,-34.32,消费,34.32,餐饮
2024-06-22 10:32:00,售电,-20.00,消费,20.00,生活服务
2024-06-22 20:23:55,浴室,-2.00,消费,2.00,浴室/开水
2024-06-22 19:27:29,紫竹-饺子,-18.77,消费,18.77,餐饮
2024-06-23 14:21:08,水吧-拿铁,-10.38,消费,10.38,饮品
2024-06-23 19:42:15,紫竹-民族餐厅,-15.26,消费,15.26,餐饮
2024-06-23 17:20:53,紫竹-鸡柳大人,-14.67,消费,14.67,餐饮
2024-06-23 12:32:51,玉兰食堂-烤盘饭,-20.56,消费,20.56,餐饮
2024-06-23 19:13:30,紫竹-饺子,-26.11,消费,26.11,餐饮
2024-06-24 12:12:19,玉兰食堂-麻辣烫,-29.46,消费,29.46,餐饮
2024-06-24 18:13:36,紫竹-鸡柳大人,-10.36,消费,10.36,餐饮
2024-06-24 19:23:45,紫竹-民族餐厅,-21.89,消费,21.89,餐饮
2024-06-25 09:55:46,玉兰食堂-早餐,-8.54,消费,8.54,餐饮
2024-06-26 12:11:55,校医院,-18.10,消费,18.10,医疗
2024-06-26 16:31:45,补卡,-20.00,消费,20.00,补卡
2024-06-26 12:37:20,网络缴费,100.00,充值,100.00,网络缴费
2024-06-26 22:55:16,浴室,-2.00,消费,2.00,浴室/开水
2024-06-26 11:17:47,玉兰食堂-烤盘饭,-11.78,消费,11.78,餐饮
2024-06-27 12:11:10,昌平校区-食堂,-15.29,消费,15.29,餐饮
2024-06-27 14:12:04,玉兰食堂-烤盘饭,-29.70,消费,29.70,餐饮
2024-06-27 17:43:54,紫竹-民族餐厅,-13.01,消费,13.01,餐饮
2024-06-27 21:21:32,浴室,-2.00,消费,2.00,浴室/开水
2024-06-27 13:24:05,玉兰食堂-麻辣烫,-9.58,消费,9.58,餐饮
2024-06-27 17:58:19,紫竹-饺子,-12.75,消费,12.75,餐饮
2024-06-28 19:46:21,紫竹-民族餐厅,-32.21,消费,32.21,餐饮
2024-06-28 12:26:28,校医院,-10.56,消费,10.56,医疗
2024-06-28 16:23:14,水吧-奶茶,-12.15,消费,12.15,饮品
2024-06-28 21:46:35,开水,-2.00,消费,2.00,浴室/开水
2024-06-28 10:03:31,微信充值,100.00,充值,100.00,充值/转账
2024-06-29 11:19:33,网络缴费,100.00,充值,100.00,网络缴费
2024-06-29 11:49:35,玉兰食堂-麻辣烫,-10.32,消费,10.32,餐饮
2024-06-30 10:37:46,校医院,-14.52,消费,14.52,医疗
2024-06-30 17:14:12,紫竹-饺子,-32.06,消费,32.06,餐饮
2024-06-30 12:10:07,校医院,-7.81,消费,7.81,医疗
2024-07-01 17:56:03,水吧-奶茶,-15.05,消费,15.05,饮品
2024-07-01 12:21:27,网络缴费,100.00,充值,100.00,网络缴费
2024-07-01 06:02:42,玉兰食堂-早餐,-25.04,消费,25.04,餐饮
2024-07-01 12:29:03,昌平校区-食堂,-11.97,消费,11.97,餐饮
2024-07-02 10:25:22,网络缴费,100.00,充值,100.00,网络缴费
2024-07-02 08:34:54,玉兰食堂-早餐,-34.16,消费,34.16,餐饮
2024-07-02 09:51:47,微信充值,100.00,充值,100.00,充值/转账
2024-07-03 09:55:44,微信充值,50.00,充值,50.00,充值/转账
2024-07-03 09:55:26,售电,-50.00,消费,50.00,生活服务
2024-07-03 09:33:32,玉兰食堂-早餐,-11.57,消费,11.57,餐饮
2024-07-03 10:27:10,网络缴费,50.00,充值,50.00,网络缴费
2024-07-03 11:01:11,微信充值,100.00,充值,100.00,充值/转账
2024-07-04 11:30:26,玉兰食堂-麻辣烫,-31.59,消费,31.59,餐饮
2024-07-04 13:35:18,水吧-拿铁,-15.38,消费,15.38,饮品
2024-07-05 18:29:09,紫竹-民族餐厅,-18.24,消费,18.24,餐饮
2024-07-05 14:42:52,玉兰食堂-烤盘饭,-7.52,消费,7.52,餐饮
2024-07-05 16:36:17,水吧-拿铁,-17.93,消费,17.93,饮品
2024-07-05 15:03:25,补卡,-20.00,消费,20.00,补卡
2024-07-06 22:21:56,开水,-2.00,消费,2.00,浴室/开水
2024-07-06 23:20:56,开水,-2.00,消费,2.00,浴室/开水
2024-07-06 17:10:06,紫竹-饺子,-26.94,消费,26.94,餐饮
2024-07-06 11:05:06,昌平校区-食堂,-21.68,消费,21.68,餐饮
2024-07-07 12:15:58,售电,-50.00,消费,50.00,生活服务
2024-07-07 20:28:49,紫竹-民族餐厅,-12.60,消费,12.60,餐饮
2024-07-08 15:47:35,水吧-奶茶,-16.35,消费,16.35,饮品
2024-07-08 11:35:52,校医院,-28.63,消费,28.63,医疗
2024-07-08 18:20:51,紫竹-饺子,-33.78,消费,33.78,餐饮
2024-07-08 07:25:51,玉兰食堂-早餐,-31.22,消费,31.22,餐饮
2024-07-09 14:23:30,玉兰食堂-烤盘饭,-26.86,消费,26.86,餐饮
2024-07-09 19:52:50,紫竹-民族餐厅,-20.21,消费,20.21,餐饮
2024-07-09 13:23:37,昌平校区-食堂,-10.24,消费,10.24,餐饮
2024-07-09 09:16:55,售电,-100.00,消费,100.00,生活服务
2024-07-09 23:40:07,浴室,-2.00,消费,2.00,浴室/开水
2024-07-10 14:29:48,玉兰食堂-麻辣烫,-21.85,消费,21.85,餐饮
2024-07-10 23:42:17,浴室,-2.00,消费,2.00,浴室/开水
2024-07-10 08:14:21,微信充值,100.00,充值,100.00,充值/转账
2024-07-11 12:07:04,玉兰食堂-烤盘饭,-33.14,消费,33.14,餐饮
2024-07-12 09:35:59,校医院,-20.73,消费,20.73,医疗
2024-07-12 18:30:22,紫竹-饺子,-21.52,消费,21.52,餐饮
2024-07-12 11:05:34,网络缴费,100.00,充值,100.00,网络缴费
2024-07-13 13:05:11,水吧-拿铁,-14.20,消费,14.20,饮品
2024-07-14 21:34:16,浴室,-2.00,消费,2.00,浴室/开水
2024-07-14 17:25:59,水吧-奶茶,-9.94,消费,9.94,饮品
2024-07-15 14:31:25,水吧-奶茶,-11.49,消费,11.49,饮品
2024-07-16 14:39:17,玉兰食堂-麻辣烫,-22.82,消费,22.82,餐饮
2024-07-16 17:33:16,紫竹-民族餐厅,-24.86,消费,24.86,餐饮
2024-07-17 21:17:07,浴室,-2.00,消费,2.00,浴室/开水
2024-07-18 15:22:30,补卡,-20.00,消费,20.00,补卡
2024-07-18 10:08:34,微信充值,100.00,充值,100.00,充值/转账
2024-07-18 14:52:04,昌平校区-食堂,-33.57,消费,33.57,餐饮
2024-07-18 20:18:55,紫竹-鸡柳大人,-13.12,消费,13.12,餐饮
2024-07-19 11:04:12,玉兰食堂-麻辣烫,-27.71,消费,27.71,餐饮
2024-07-19 13:28:42,水吧-拿铁,-11.63,消费,11.63,饮品
2024-07-19 18:37:31,紫竹-饺子,-29.20,消费,29.20,餐饮
2024-07-20 06:33:45,玉兰食堂-早餐,-28.51,消费,28.51,餐饮
2024-07-21 23:48:33,浴室,-2.00,消费,2.00,浴室/开水
2024-07-21 11:04:14,校医院,-47.76,消费,47.76,医疗
2024-07-21 20:27:22,紫竹-鸡柳大人,-11.49,消费,11.49,餐饮
2024-07-21 10:18:02,售电,-100.00,消费,100.00,生活服务
2024-07-22 14:12:15,水吧-拿铁,-15.03,消费,15.03,饮品
2024-07-23 17:43:43,紫竹-鸡柳大人,-10.07,消费,10.07,餐饮
2024-07-23 06:03:40,玉兰食堂-早餐,-10.14,消费,10.14,餐饮
2024-07-23 11:42:58,玉兰食堂-烤盘饭,-22.89,消费,22.89,餐饮
2024-07-23 11:05:03,玉兰食堂-烤盘饭,-20.47,消费,20.47,餐饮
2024-07-24 09:12:11,网络缴费,200.00,充值,200.00,网络缴费
2024-07-24 17:09:45,紫竹-鸡柳大人,-24.34,消费,24.34,餐饮
2024-07-25 13:09:42,昌平校区-食堂,-34.87,消费,34.87,餐饮
2024-07-25 11:47:43,玉兰食堂-烤盘饭,-28.67,消费,28.67,餐饮
2024-07-25 12:52:57,网络缴费,100.00,充值,100.00,网络缴费
2024-07-26 08:34:21,玉兰食堂-早餐,-21.84,消费,21.84,餐饮
2024-07-26 13:38:31,水吧-拿铁,-11.83,消费,11.83,饮品
